screen_name,name,description,location,expanded_url,verified,#followers,#friends,#listed,#statuses,joined
AppropsDems,House Appropriations Dems,Ranking Member @NitaLowey and House Appropriations Committee Democrats are working to give all Americans #ABetterDeal. Updates from Democratic staff.,"Washington, DC",http://democrats.appropriations.house.gov,true,12868,577,467,3614,2009-04-13T17:45:46+00:00
BradSherman,Rep. Brad Sherman,Proudly serving California's San Fernando Valley in the U.S. Congress. Admission: Some tweets are prepared by my staff on my behalf. RTs are not an endorsement.,"Sherman Oaks, CA",http://BradSherman.house.gov,true,39437,615,1171,1659,2009-04-10T13:38:03+00:00
RepAdamSchiff,Adam Schiff,Representing California's 28th Congressional District and Ranking Member of the House Intelligence Committee.,"Burbank, CA",http://schiff.house.gov/,true,1063343,770,6100,4805,2009-04-07T17:54:35+00:00
repjohnlewis,John Lewis,"Congressman, Georgia's Fifth Congressional District","Atlanta, GA",http://johnlewis.house.gov,true,998139,147,5587,1900,2009-04-07T13:49:52+00:00
SenSanders,Bernie Sanders,U.S. Senator Bernie Sanders of Vermont is the longest-serving independent in congressional history.,Vermont/DC,http://www.sanders.senate.gov/,true,7967989,2087,25361,19416,2009-04-07T13:02:35+00:00
SenJeffMerkley,Senator Jeff Merkley,U.S. Senator from the State of Oregon. Instagram: https://t.co/pECsFBm1G1,Oregon,http://merkley.senate.gov,true,414256,840,4276,8477,2009-04-06T13:38:39+00:00
RepRaulGrijalva,Raul M. Grijalva,"Facebook- Raul M. Grijalva

Instagram- RepRaulGrijalva","Washington, D.C.",http://grijalva.house.gov,true,31519,325,1667,4458,2009-04-03T16:55:32+00:00
RepDianaDeGette,Rep. Diana DeGette,"Member of Congress, Colorado's 1st Congressional District. Chief Deputy Whip & member of Energy and Commerce Committee.","Denver, CO",http://www.facebook.com/DianaDeGette,true,41948,11143,1436,4511,2009-04-03T16:41:06+00:00
PatrickMcHenry,Patrick McHenry,I represent the citizens of North Carolina’s 10th District in the United States Congress.,"Denver, NC",http://mchenry.house.gov/,true,24100,3740,1380,4674,2009-03-30T16:42:39+00:00
RepWalterJones,Rep. Walter Jones,Proudly representing the people of Eastern North Carolina. #NC03,Eastern North Carolina,http://jones.house.gov,true,24172,894,1225,2717,2009-03-26T15:50:58+00:00
RepMcCaul,Michael McCaul,News from Congressman Michael McCaul (R-TX 10) and his Press Office,Texas' 10th District,http://www.house.gov/mccaul,true,27446,350,1230,3563,2009-03-25T03:54:11+00:00
RepGusBilirakis,Gus Bilirakis,"Congressman for Florida’s 12th Congressional District, Committees: @HouseCommerce @HouseVetAffairs","Palm Harbor, Fla.",http://bilirakis.house.gov,true,28175,1176,1257,5473,2009-03-23T17:56:32+00:00
repsandylevin,Sandy Levin,I represent Michigan’s 9th Congressional District and am the Ranking Member of the House Ways and Means Subcommittee on Health.,"",http://levin.house.gov/,true,26749,17429,1205,3243,2009-03-22T04:32:56+00:00
congbillposey,Bill Posey,"Congressman from Florida's 8th district, representing the Space and Treasure Coasts","Rockledge, FL",http://www.posey.house.gov,true,22009,931,1110,1264,2009-03-18T15:05:42+00:00
RepSpeier,Jackie Speier,"Fearless Fighter for women’s equality, LGBTQ rights & the disenfranchised. Proud mom of 2 kids & Lab Buddy, wife & Rep for CA14, America's economic powerhouse!","",http://speier.house.gov,true,124723,21983,1882,4997,2009-03-17T17:02:38+00:00
RepHankJohnson,Rep. Hank Johnson,"I fight for justice, civil rights and working people.","Lithonia, GA; Washington",https://www.facebook.com/pages/Congressman-Hank-Johnson/115356957005?ref=hl,true,31495,856,1365,4910,2009-03-16T18:52:49+00:00
PeteSessions,Pete Sessions,I proudly represent the people of Texas' 32nd Congressional District and serve as the Chairman of the House Committee on Rules.,"",http://sessions.house.gov,true,33266,828,1361,6224,2009-03-16T17:54:52+00:00
janschakowsky,Jan Schakowsky,"Official Twitter account for Rep. Jan Schakowsky, Illinois 9th Congressional District","Chicago, IL",http://facebook.com/janschakowsky,true,37730,1307,1610,6970,2009-03-13T16:03:17+00:00
CongCulberson,John Culberson,"Proud father, happy husband, Jeffersonian Republican. TX Congressman.","Houston, TX",http://culberson.house.gov,true,16347,940,918,3033,2009-03-13T14:54:29+00:00
RepKenMarchant,Kenny Marchant,Serving the 24th Congressional District of Texas | Member of @WaysandMeansGOP and House Ethics Committee,"Irving and Washington, D.C.",http://marchant.house.gov,true,25414,2125,1248,5128,2009-03-12T16:19:18+00:00
TomRooney,Tom Rooney,Proudly represent Florida's 17th District in the U.S. House of Representatives. Husband & father of 3 sons. RT ≠ endorsement.,Florida,http://www.rooney.house.gov,true,23122,3833,1134,2987,2009-03-12T15:44:41+00:00
GreggHarper,Gregg Harper,Devoted husband. Loving father. Principled conservative.,"Pearl, Mississippi",http://www.harper.house.gov,true,28673,461,974,3315,2009-03-11T03:02:52+00:00
EleanorNorton,Eleanor Holmes Norton,Member of the U.S. Congress representing the District of Columbia,"Washington, DC",http://www.norton.house.gov,true,30487,1862,1285,4592,2009-03-10T14:47:46+00:00
davidcicilline,David Cicilline,Congressman for the 1st District of Rhode Island. DPCC Co-Chair. #ForThePeople,"",,true,63739,3631,1148,16707,2009-03-10T13:53:21+00:00
TomColeOK04,Rep. Tom Cole,Proud to represent the Fourth District of Oklahoma in the U.S. House of Representatives. Staff moderated unless signed by me. -TC,Oklahoma,https://cole.house.gov,true,20928,288,824,1288,2009-03-06T21:54:25+00:00
HouseScience,"Sci,Space,&Tech Cmte","Follow the House of Representatives Committee on Science, Space, and Technology https://t.co/wBe2jSx2Kk",Washington D.C.,http://science.house.gov/,true,171796,811,884,4103,2009-03-06T19:06:28+00:00
RepGregoryMeeks,Gregory Meeks,"Proudly serving the people of the 5th Congressional District of New York. For media inquiries, please contact andrei.vasilescu@mail.house.gov","Queens, New York",https://meeks.house.gov/,true,24667,869,1215,4539,2009-03-04T18:36:27+00:00
RepGwenMoore,Rep. Gwen Moore,"Honored to represent Wisconsin’s 4th Congressional District. Proud mother, grandmother & great-grandmother. Loves poetry reading, knitting & crocheting.","Washington, DC",https://gwenmoore.house.gov/,true,31292,2692,1328,6319,2009-03-03T20:02:57+00:00
KenCalvert,Ken Calvert,Official Twitter Account for U.S. Representative Ken Calvert (CA-42),"Corona, CA ",http://calvert.house.gov/,true,17506,279,842,5061,2009-03-02T22:30:20+00:00
RepBillShuster,Bill Shuster,"Proudly representing the people of PA's 9th district. Member of Congress, Chairman of @transport, and member of @hascrepublicans.","Hollidaysburg, PA",http://shuster.house.gov,true,21428,1090,1198,3408,2009-03-02T20:04:02+00:00
repjimcooper,Jim Cooper,Official feed of U.S. Rep. Jim Cooper. Blue Dog Democrat representing Nashville area in Congress. Married with 3 great kids. Tweets by Jim & staff.,"Nashville, Tennessee",http://www.cooper.house.gov/,true,22530,663,859,2781,2009-03-02T14:25:32+00:00
